ClinicName,Street,HouseNumber,Postcode,City,Phone,Email,Website,Latitude,Longitude,GoogleMaps
Zahnarztpraxis Catrin Finger,Zerndorfer Weg,54,13465,Berlin,+493088660534,info@zahnarztfinger.de,https://www.zahnarztfinger.de/,52.6376139,13.3013941,"https://www.google.com/maps/search/?api=1&query=52.6376139,13.3013941"
Zahnarztpraxis Christian Franke,Plesser Straße,2,12435,Berlin,+49 30 5348560,,https://www.zahnarzt-treptow-berlin.de/,52.4892162,13.4523862,"https://www.google.com/maps/search/?api=1&query=52.4892162,13.4523862"
Zahnarztpraxis Christine Rexer,Gethsemanestraße,4,10437,Berlin,+49 30 4484080,info@rexer.dental,http://rexer.dental,52.5476374,13.4173358,"https://www.google.com/maps/search/?api=1&query=52.5476374,13.4173358"
Zahnarztpraxis Daniela Grunow,,,,Berlin,,,,52.4181368,13.4360268,"https://www.google.com/maps/search/?api=1&query=52.4181368,13.4360268"
Zahnarztpraxis Diana Cohn,Birkenstraße,33,10551,Berlin,,,,52.5326067,13.3410363,"https://www.google.com/maps/search/?api=1&query=52.5326067,13.3410363"
Zahnarztpraxis Dipl.-Stom. Ines Bergmann,Warnitzer Straße,28,13057,Berlin,+49 30 9290221,,http://www.zahnarztpraxis-bergmann.de/,52.566684,13.5167866,"https://www.google.com/maps/search/?api=1&query=52.566684,13.5167866"
Zahnarztpraxis Dirk Kondak & KollegInnen,Frankfurter Allee,151,10365,Berlin,,,https://www.zahnarztpraxis-dirk-kondak.de/,52.5132041,13.4819804,"https://www.google.com/maps/search/?api=1&query=52.5132041,13.4819804"
Zahnarztpraxis Dr. Amina-Roxane Fielitz,Teltower Damm,51,14167,Berlin,+49 30 8159898,info@praxisdrfielitz.de,http://www.zahnarztpraxis-zehlendorf.net/,52.4295557,13.2601508,"https://www.google.com/maps/search/?api=1&query=52.4295557,13.2601508"
Zahnarztpraxis Dr. Andreas Nietzold und Sibylle Reimers,Klosterstraße,34-35,,Berlin,+49303313423,,https://www.zahnarztpraxis-nietzold-reimers.de,52.5320864,13.1983096,"https://www.google.com/maps/search/?api=1&query=52.5320864,13.1983096"
Zahnarztpraxis Dr. Anne Kehler,Siegfriedstraße,212,10365,Berlin,+49 30 5588905,,https://www.zahnarztpraxis-kehler.de,52.5124232,13.4975205,"https://www.google.com/maps/search/?api=1&query=52.5124232,13.4975205"
Zahnarztpraxis Dr. Balbach,Breite Straße,51,14199,Berlin,+49308244211,post@zahnarztpraxis-schmargendorf.de,https://zahnarztpraxis-schmargendorf.de,52.4731477,13.2983904,"https://www.google.com/maps/search/?api=1&query=52.4731477,13.2983904"
Zahnarztpraxis Dr. Döpel,Lichtenberger Straße,1,10178,Berlin,+49 30 4273664,,https://www.dr-doepel.de/,52.5219368,13.4284875,"https://www.google.com/maps/search/?api=1&query=52.5219368,13.4284875"
Zahnarztpraxis Dr. Eichhorst,,,,Berlin,+49 30 40536595,,,52.6108679,13.3183713,"https://www.google.com/maps/search/?api=1&query=52.6108679,13.3183713"
Zahnarztpraxis Dr. Fleck,Müllerstraße,91,,Berlin,+49 304524690,,,52.5603333,13.3340759,"https://www.google.com/maps/search/?api=1&query=52.5603333,13.3340759"
Zahnarztpraxis Dr. Gamig,,,,Berlin,,,,52.4945575,13.3102531,"https://www.google.com/maps/search/?api=1&query=52.4945575,13.3102531"
Zahnarztpraxis Dr. Jochen Steuerwald und Kollegen,Eisenacher Straße,,10781,Berlin,+49 30 2187237,info@zahnarzt-steuerwald.de,https://www.zahnarzt-steuerwald.de/,52.4900176,13.3493194,"https://www.google.com/maps/search/?api=1&query=52.4900176,13.3493194"
Zahnarztpraxis Dr. Joselowitsch,Bülowstraße,23,10783,Berlin,,,https://www.dr-zahnarzt.berlin/zahnarzt-schoeneberg/,52.4977798,13.3608954,"https://www.google.com/maps/search/?api=1&query=52.4977798,13.3608954"
Zahnarztpraxis Dr. Karin Wolf,Rhinstraße,15,10315,Berlin,+49 30 5251068,karinwolf.berlin@t-online.de,,52.5129002,13.5180244,"https://www.google.com/maps/search/?api=1&query=52.5129002,13.5180244"
Zahnarztpraxis Dr. Katrin Hansen,Möllendorffstraße,11,10367,Berlin,+49 30 4425763,,http://hansen-praxis.de,52.517352,13.4804243,"https://www.google.com/maps/search/?api=1&query=52.517352,13.4804243"
Zahnarztpraxis Dr. Kristina Latt,Sabinensteig,14,13053,Berlin,,,https://www.zahnarztpraxis-latt.de/,52.5490305,13.4933738,"https://www.google.com/maps/search/?api=1&query=52.5490305,13.4933738"
Zahnarztpraxis Dr. Kämpfe & Dr. Midderhoff,Seeburger Weg,13,13581,Berlin,+49 30 36 19 07 1,info@zahnarzt-spandau.de,https://www.zahnarzt-spandau.de/,52.5244502,13.1763198,"https://www.google.com/maps/search/?api=1&query=52.5244502,13.1763198"
Zahnarztpraxis Dr. Leo Pishwa,,,,Berlin,,,,52.4121997,13.1403245,"https://www.google.com/maps/search/?api=1&query=52.4121997,13.1403245"
Zahnarztpraxis Dr. Lucas & Dr. Herold,,,,Berlin,+49 30 672 90 17,info@zahnfeen.com,https://www.zahnfeen.com/,52.4124723,13.5725362,"https://www.google.com/maps/search/?api=1&query=52.4124723,13.5725362"
Zahnarztpraxis Dr. med. dent. Alexander Voss,Clayallee,319,,Berlin,+49 30 94874030,info@zahnarztpraxis-drvoss.de,https://www.zahnarztpraxis-drvoss.de/,52.4390777,13.2620313,"https://www.google.com/maps/search/?api=1&query=52.4390777,13.2620313"
Zahnarztpraxis Dr. Meyer,Landsberger Allee,49,10249,Berlin,+49 30 13 02 31 437,,,52.5245233,13.4406287,"https://www.google.com/maps/search/?api=1&query=52.5245233,13.4406287"
Zahnarztpraxis Dr. Nancy Stahl,,,,Berlin,,,,52.5017673,13.297401,"https://www.google.com/maps/search/?api=1&query=52.5017673,13.297401"
Zahnarztpraxis Dr. Norbert Steinecker,Falckensteinstraße,17,10997,Berlin,+49 30 6114271,info@dr-steinecker.de,http://www.dr-steinecker.de/,52.497587,13.4411874,"https://www.google.com/maps/search/?api=1&query=52.497587,13.4411874"
Zahnarztpraxis Dr. Schneider,Quickborner Straße,96,13439,Berlin,+49 30 415 16 26,praxis@zahnaerzte-schneider-berlin.de,https://www.zahnaerzte-schneider-berlin.de,52.6064955,13.3643055,"https://www.google.com/maps/search/?api=1&query=52.6064955,13.3643055"
Zahnarztpraxis Dr. Sebastian Albrecht,Laubacher Straße,35,14197,Berlin,,,http://zahnarztalbrecht.de/,52.4753865,13.3199383,"https://www.google.com/maps/search/?api=1&query=52.4753865,13.3199383"
Zahnarztpraxis Dr. Stephan,Bismarckallee,23,14193,Berlin,,,,52.4889142,13.278082,"https://www.google.com/maps/search/?api=1&query=52.4889142,13.278082"
Zahnarztpraxis Dr. Uta Kalinke,Zeltinger Platz,5,13465,Berlin,+4930 401 71 08,kontakt@dr-kalinke.de,https://www.dr-kalinke.de/,52.6337156,13.289929,"https://www.google.com/maps/search/?api=1&query=52.6337156,13.289929"
Zahnarztpraxis Dr. Ziegler,Müllerstraße,56-58,13349,Berlin,+49 30 45199191,praxiszipi@t-online.de,https://www.zahnarztpraxisdrziegler.de/,52.5543784,13.3467692,"https://www.google.com/maps/search/?api=1&query=52.5543784,13.3467692"
Zahnarztpraxis Dr.Franke,,,,Berlin,+49 30 42020440,info@zahnarztpraxis-franke.berlin,http://www.zahnarztpraxis-franke.berlin,52.5161783,13.4728475,"https://www.google.com/maps/search/?api=1&query=52.5161783,13.4728475"
Zahnarztpraxis Dres. Häßelbarth,Müllerstraße,70c,13349,Berlin,+49 30 4514051,,https://www.dr-haesselbarth.de/,52.5573548,13.3403297,"https://www.google.com/maps/search/?api=1&query=52.5573548,13.3403297"
Zahnarztpraxis Dörte Rohwedder,Wilmersdorfer Straße,125,10627,Berlin,+49 30 88475999,,,52.5095253,13.3061615,"https://www.google.com/maps/search/?api=1&query=52.5095253,13.3061615"
Zahnarztpraxis eDent,,,,Berlin,+49 30 6213087,eDent.berlin@gmail.com,,52.4800738,13.4262804,"https://www.google.com/maps/search/?api=1&query=52.4800738,13.4262804"
Zahnarztpraxis El-Sayed,Karl-Marx-Straße,24,12043,Berlin,+49 30 6912444,info@zahnarzt-elsayed.de,http://www.zahnarzt-elsayed.de,52.4846364,13.4276388,"https://www.google.com/maps/search/?api=1&query=52.4846364,13.4276388"
Zahnarztpraxis Feldmann,Otto-Suhr-Allee,59,10585,Berlin,,,http://www.zahnarztpraxis-feldmann.de,52.5150042,13.311714,"https://www.google.com/maps/search/?api=1&query=52.5150042,13.311714"
Zahnarztpraxis Georg und Antje Possekel,Bismarckstraße,66,12157,Berlin,+49307966129,info@zahn-arzt.berlin,https://www.zahn-arzt.berlin/,52.46115,13.3397166,"https://www.google.com/maps/search/?api=1&query=52.46115,13.3397166"
Zahnarztpraxis Gundi Haase,Friedelstraße,24,12047,Berlin,+493062900418,,http://zahnhaase.de,52.4919174,13.4282287,"https://www.google.com/maps/search/?api=1&query=52.4919174,13.4282287"
Zahnarztpraxis Habich,Berliner Straße,141,10715,Berlin,,,https://www.zahnarzt-habich.de/,52.4863277,13.3241098,"https://www.google.com/maps/search/?api=1&query=52.4863277,13.3241098"
Zahnarztpraxis Hans-Peter Fenske,Rhinstraße,15,10315,Berlin,+49 30 3445040,info@zahnarzt-berlin-fenske.de,https://www.zahnarzt-berlin-fenske.de,52.512961,13.5180243,"https://www.google.com/maps/search/?api=1&query=52.512961,13.5180243"
Zahnarztpraxis Hauck & Hauck,Baumschulenstraße,14,12437,Berlin,,,https://www.zahnarztpraxis-hauck.berlin/,52.4663129,13.4882451,"https://www.google.com/maps/search/?api=1&query=52.4663129,13.4882451"
Zahnarztpraxis Hawar Kadro,Alt-Moabit,84a,10555,Berlin,+49 30 3917424,,http://zahnarzt-kadro.de/,52.5256078,13.3398355,"https://www.google.com/maps/search/?api=1&query=52.5256078,13.3398355"
Zahnarztpraxis Heidt,,,,Berlin,,,,52.497127,13.3218457,"https://www.google.com/maps/search/?api=1&query=52.497127,13.3218457"
Zahnarztpraxis Henrike Venus,,,,Berlin,+49 30 508 11 71,,,52.478874,13.5243121,"https://www.google.com/maps/search/?api=1&query=52.478874,13.5243121"
Zahnarztpraxis Herrn,Martin-Luther-Straße,99,10825,Berlin,,,https://www.zahnarztpraxis-herrn.de/,52.4819824,13.3453521,"https://www.google.com/maps/search/?api=1&query=52.4819824,13.3453521"
Zahnarztpraxis Hübner,Gartenstraße,9,10115,Berlin,,,http://www.zahnarztpraxis-huebner.de/,52.5302792,13.3917739,"https://www.google.com/maps/search/?api=1&query=52.5302792,13.3917739"
Zahnarztpraxis im Brunnenviertel,Brunnenstraße,118,,Berlin,,,,52.5413388,13.3932218,"https://www.google.com/maps/search/?api=1&query=52.5413388,13.3932218"
Zahnarztpraxis in Rudow,Alt-Rudow,49,12357,Berlin,+49 30 60490888,,https://www.zahnarztpraxis-in-rudow.de/,52.4186372,13.4946943,"https://www.google.com/maps/search/?api=1&query=52.4186372,13.4946943"
Zahnarztpraxis Irina Lin,,,,Berlin,+49 30 68893131,zahnarztpraxis-lin@gmx.de,https://zahnarztpraxis-lin.de/,52.4781815,13.4383464,"https://www.google.com/maps/search/?api=1&query=52.4781815,13.4383464"
Zahnarztpraxis Iskandar,,,,Berlin,+493055069493,mail@iskandarpraxis.de,https://www.iskandarpraxis.de/,52.5324443,13.3885852,"https://www.google.com/maps/search/?api=1&query=52.5324443,13.3885852"
Zahnarztpraxis Jens Lehrke,Reuterstraße,89,12053,Berlin,+49 30 6238189,praxis@jenslehrke.de,https://www.jens-lehrke.de/,52.4823506,13.4288526,"https://www.google.com/maps/search/?api=1&query=52.4823506,13.4288526"
Zahnarztpraxis Johan Michael Schmidt,,,10623,Berlin,+49 303126435,zahnaerzte.schmidt@gmail.com,https://www.zahnaerzte-charlottenburg.de/,52.5072792,13.3216512,"https://www.google.com/maps/search/?api=1&query=52.5072792,13.3216512"
Zahnarztpraxis Jörg Harder,Gubener Straße,43,10243,Berlin,+49 30 2962210,,http://zahnheilkunst.biz/cms/index.php?id=725883,52.5115439,13.4489793,"https://www.google.com/maps/search/?api=1&query=52.5115439,13.4489793"
Zahnarztpraxis K. Jovanovic-Leskova,Manfred-von-Richthofen-Straße,10,12101,Berlin,+49 30 7867506,,,52.4838724,13.3832099,"https://www.google.com/maps/search/?api=1&query=52.4838724,13.3832099"
Zahnarztpraxis K. Yildirgan,,,,Berlin,+49 30 6252031,,,52.4651069,13.435386,"https://www.google.com/maps/search/?api=1&query=52.4651069,13.435386"
Zahnarztpraxis Kanowskij und Olchow,,,,Berlin,+4930 4022325,zahnarztpraxis-kanowskij-olchow@web.de,http://www.za-reinickendorf.de/,52.5643459,13.3284524,"https://www.google.com/maps/search/?api=1&query=52.5643459,13.3284524"
Zahnarztpraxis Kantstrasse,,,10627,Berlin,+49 30 3138579,kontakt@zahnarzt-kantstr.de,https://zahnarzt-kantstr.de/,52.5067727,13.3083202,"https://www.google.com/maps/search/?api=1&query=52.5067727,13.3083202"
Zahnarztpraxis Karl W. Eisenberg,Albrechtstraße,127,12165,Berlin,,,,52.4561462,13.3243579,"https://www.google.com/maps/search/?api=1&query=52.4561462,13.3243579"
Zahnarztpraxis Kastanienallee,,,,Berlin,,,,52.538337,13.4090693,"https://www.google.com/maps/search/?api=1&query=52.538337,13.4090693"
Zahnarztpraxis Kathleen Riedel,Urselweg,28,,Berlin,,,https://zahnarztpraxis-am-turm.de/,52.4338669,13.2364098,"https://www.google.com/maps/search/?api=1&query=52.4338669,13.2364098"
Zahnarztpraxis Kathrin Späthe,Habichtstraße,3,13505,Berlin,+49 30 430049-10,,https://zahnarztpraxis-spaethe.de/,52.5854359,13.228967,"https://www.google.com/maps/search/?api=1&query=52.5854359,13.228967"
Zahnarztpraxis Kerstin Hillenberg,,,,Berlin,,,,52.6133795,13.4732423,"https://www.google.com/maps/search/?api=1&query=52.6133795,13.4732423"
Zahnarztpraxis Klaus Flanz,,,,Berlin,+49302829064,,https://www.praxis-flanz.de/,52.5285382,13.3802756,"https://www.google.com/maps/search/?api=1&query=52.5285382,13.3802756"
Zahnarztpraxis Kreuzkölln,Mainzer Straße,13,12053,Berlin,+49 30 6211039,info@zahn-kreuzkoelln.de,https://zahn-kreuzkoelln.de/,52.4828334,13.4272385,"https://www.google.com/maps/search/?api=1&query=52.4828334,13.4272385"
Zahnarztpraxis Lankwitz Dr. Roman Blühdorn,Kaulbachstraße,67A,,Berlin,+49 30 8525219,info@zahnarztpraxis-lankwitz.de,,52.4390162,13.341284,"https://www.google.com/maps/search/?api=1&query=52.4390162,13.341284"
Zahnarztpraxis Lisa Berisha,,,,Berlin,,,,52.4990707,13.31133,"https://www.google.com/maps/search/?api=1&query=52.4990707,13.31133"
Zahnarztpraxis Löger,,,,Berlin,,,,52.5168991,13.4794731,"https://www.google.com/maps/search/?api=1&query=52.5168991,13.4794731"
Zahnarztpraxis Mareen Scharf,Puchanstraße,35,12555,Berlin,+49 30 6571017,kinderzahnfee@hotmail.de,http://die-kinderzahnfee.de/,52.4532066,13.5768121,"https://www.google.com/maps/search/?api=1&query=52.4532066,13.5768121"
Zahnarztpraxis Mario Liebers,Zionskirchstraße,21,10119,Berlin,+49 30 4496176,,,52.535074,13.402638,"https://www.google.com/maps/search/?api=1&query=52.535074,13.402638"
Zahnarztpraxis Marion Woelm,Martin-Buber-Straße,24,14163,Berlin,+49 30 255 64 320,,http://www.zahnaerztinwoelm.de,52.4312967,13.2572137,"https://www.google.com/maps/search/?api=1&query=52.4312967,13.2572137"
Zahnarztpraxis Matthias Schütze,Gellertstraße,3,12489,Berlin,+49 30 678 247 62,,https://adlershof-zahnarzt.de/,52.4362431,13.5443663,"https://www.google.com/maps/search/?api=1&query=52.4362431,13.5443663"
Zahnarztpraxis Metz,Karl-Marx-Allee,61,10243,Berlin,+49 30 4272544,,,52.5185762,13.4315008,"https://www.google.com/maps/search/?api=1&query=52.5185762,13.4315008"
Zahnarztpraxis Michael Hahne,,,,Berlin,,,,52.5247948,13.3045961,"https://www.google.com/maps/search/?api=1&query=52.5247948,13.3045961"
Zahnarztpraxis Michael Klein & Dr. Thomas Klein & Dr. Cristoph Klein (MSc),Regattastraße,125,12527,Berlin,+49 30 6729797,zahnarztpraxisklein@hotmail.com,,52.4174839,13.5806988,"https://www.google.com/maps/search/?api=1&query=52.4174839,13.5806988"
Zahnarztpraxis Moutsidis,Hauptstraße,147,10827,Berlin,+49 30 7824084,,https://www.zahndoktor-berlin.de/,52.4874431,13.357967,"https://www.google.com/maps/search/?api=1&query=52.4874431,13.357967"
Zahnarztpraxis MundWerk,Grunerstraße,20,10179,Berlin,,,,52.5182246,13.4162078,"https://www.google.com/maps/search/?api=1&query=52.5182246,13.4162078"
Zahnarztpraxis Münstermann,,,,Berlin,,,,52.589545,13.2880194,"https://www.google.com/maps/search/?api=1&query=52.589545,13.2880194"
Zahnarztpraxis Nancy Mallkowsky,Oschatzer Ring,10,12627,Berlin,+49309918065,info@zahnaerztin-hellersdorf.de,https://zahnaerztin-hellersdorf.de/,52.5415317,13.6149878,"https://www.google.com/maps/search/?api=1&query=52.5415317,13.6149878"
Zahnarztpraxis Neumann,Prenzlauer Allee,15,10405,Berlin,+49 30 4426919,info@zahnarztpraxis-neumann-berlin.de,http://www.zahnarztpraxis-neumann-berlin.de/,52.5306025,13.4194295,"https://www.google.com/maps/search/?api=1&query=52.5306025,13.4194295"
Zahnarztpraxis Nord,Schönhauser Allee,91,10439,Berlin,,,,52.5541518,13.4149905,"https://www.google.com/maps/search/?api=1&query=52.5541518,13.4149905"
Zahnarztpraxis Olaf Vogel,Gutenbergstraße,2,12557,Berlin,+49 30 6559397,,https://www.zaehne-zum-zeigen.de,52.4451649,13.5698939,"https://www.google.com/maps/search/?api=1&query=52.4451649,13.5698939"
Zahnarztpraxis Olyslager & Uffmann,,,,Berlin,+49 30 44737030,,https://www.praxissenefelder.de,52.5432994,13.4237744,"https://www.google.com/maps/search/?api=1&query=52.5432994,13.4237744"
Zahnarztpraxis Perić,Karl-Marx-Straße,175,12043,Berlin,+49 30 6148031,,,52.4745727,13.4403608,"https://www.google.com/maps/search/?api=1&query=52.4745727,13.4403608"
Zahnarztpraxis Platto,Rheinstraße,41,12161,Berlin,+49 30 85102930,,http://zahnarzt-platto.de/,52.4652163,13.3290843,"https://www.google.com/maps/search/?api=1&query=52.4652163,13.3290843"
Zahnarztpraxis Q117,,,,Berlin,,,,52.4972488,13.2895799,"https://www.google.com/maps/search/?api=1&query=52.4972488,13.2895799"
Zahnarztpraxis Reinhard Weßel,Hermannstraße,30,12049,Berlin,+49 30 6214007;+49 177 2594816,info@r-wessel.de,https://www.r-wessel.de/,52.4817697,13.4245722,"https://www.google.com/maps/search/?api=1&query=52.4817697,13.4245722"
Zahnarztpraxis Renate Hübner,Graefestraße,76,10967,Berlin,+49 30 6918934,,,52.4928693,13.4178515,"https://www.google.com/maps/search/?api=1&query=52.4928693,13.4178515"
Zahnarztpraxis Reuter,Uhlandstraße,98,10715,Berlin,+49 30 8735901,info@zahnarzt-reuter.de,https://www.zahnarzt-reuter.de/,52.4859146,13.3220346,"https://www.google.com/maps/search/?api=1&query=52.4859146,13.3220346"
Zahnarztpraxis Riedel,,,,Berlin,,,https://www.dr-riedel-zahnarztpraxis.de/,52.5043469,13.3240365,"https://www.google.com/maps/search/?api=1&query=52.5043469,13.3240365"
Zahnarztpraxis Sabrina Roedel,,,,Berlin,+49 30 6721740,,https://www.zahnarztpraxis-roedel.de/,52.424777,13.5277173,"https://www.google.com/maps/search/?api=1&query=52.424777,13.5277173"
Zahnarztpraxis Sabrina Smolny,Eichborndamm,290,13437,Berlin,,,,52.5947443,13.3315305,"https://www.google.com/maps/search/?api=1&query=52.5947443,13.3315305"
Zahnarztpraxis Schenk,Edisonstraße,63,12459,Berlin,+49 30 530 15 624,,http://www.dr-schenk-berlin.de,52.4615207,13.5129466,"https://www.google.com/maps/search/?api=1&query=52.4615207,13.5129466"
Zahnarztpraxis Schirmer,Hedwigstraße,11,12159,Berlin,+49 30 8513233,info@zahnschirm.de,https://zahnschirm.de/,52.471543,13.3396215,"https://www.google.com/maps/search/?api=1&query=52.471543,13.3396215"
Zahnarztpraxis Schröter,Fischerinsel,5,10179,Berlin,+49 30 2011480,,,52.5129543,13.4082422,"https://www.google.com/maps/search/?api=1&query=52.5129543,13.4082422"
Zahnarztpraxis Schäfer,Schönhauser Allee,75,10439,Berlin,+49304483164,,https://www.zapinar.de/,52.549214,13.4141423,"https://www.google.com/maps/search/?api=1&query=52.549214,13.4141423"
Zahnarztpraxis Silvia Hartung,Palisadenstraße,82,10243,Berlin,+49 30 4271997,info@zahnarzt-fhain.de,https://zahnarzt-fhain.de/,52.5202317,13.4328497,"https://www.google.com/maps/search/?api=1&query=52.5202317,13.4328497"
Zahnarztpraxis Sofija Stoljar,Richardstraße,43,12055,Berlin,+49 30 6835265,,,52.4735606,13.4452651,"https://www.google.com/maps/search/?api=1&query=52.4735606,13.4452651"
Zahnarztpraxis Staffehl,,,,Berlin,+49 30 6035252,,https://imakeyousmile.de/,52.4313152,13.4613435,"https://www.google.com/maps/search/?api=1&query=52.4313152,13.4613435"
Zahnarztpraxis Stefan Hölck,,,,Berlin,+49 30 5348695,,,52.4938975,13.4600538,"https://www.google.com/maps/search/?api=1&query=52.4938975,13.4600538"
Zahnarztpraxis Steinberg,Frankfurter Allee,245,10365,Berlin,,,https://www.zahnarztpraxis-steinberg.com,52.512084,13.4974013,"https://www.google.com/maps/search/?api=1&query=52.512084,13.4974013"
Zahnarztpraxis Sylvia Mainzer & Carsten Lambrecht,Schloßstraße,67,12165,Berlin,+49 30 8345023,praxis@meinzer-lambrecht-zahnarzt.com,https://www.meinzer-lambrecht-zahnarzt.com,52.4537926,13.3171406,"https://www.google.com/maps/search/?api=1&query=52.4537926,13.3171406"
Zahnarztpraxis Talesnik,Flughafenstraße,76,12049,Berlin,+49 30 6214086,,http://www.zahnarztpraxis-talesnik.de/,52.4806235,13.4224605,"https://www.google.com/maps/search/?api=1&query=52.4806235,13.4224605"
Zahnarztpraxis Tamara Schulmann,,,,Berlin,+49303945190,,https://www.praxis-schulmann.de/,52.5318611,13.3496857,"https://www.google.com/maps/search/?api=1&query=52.5318611,13.3496857"
Zahnarztpraxis Tobias Bahr + Susanne Jung,Florastraße,78,13187,Berlin,,,,52.5657189,13.4027701,"https://www.google.com/maps/search/?api=1&query=52.5657189,13.4027701"
Zahnarztpraxis Toma,Mecklenburgische Straße,17,10713,Berlin,+49 30 8243402,,https://www.za-toma.de/,52.4815199,13.314376,"https://www.google.com/maps/search/?api=1&query=52.4815199,13.314376"
Zahnarztpraxis Udo Schulwitz,Georg-Wilhelm-Straße,23,10711,Berlin,,,,52.4979652,13.2901141,"https://www.google.com/maps/search/?api=1&query=52.4979652,13.2901141"
Zahnarztpraxis Ulrike Krentz-Wenschuh & Dr. Rita Neumeyer,Semmelweisstraße,8,12524,Berlin,,,,52.4218337,13.5385039,"https://www.google.com/maps/search/?api=1&query=52.4218337,13.5385039"
Zahnarztpraxis Urban und Kollegen,Birkbuschstraße,37,12167,Berlin,+49 30 7717007,post@zap37.de,,52.4455517,13.3288072,"https://www.google.com/maps/search/?api=1&query=52.4455517,13.3288072"
Zahnarztpraxis Urich & Weber,,,,Berlin,,,,52.5972091,13.3558359,"https://www.google.com/maps/search/?api=1&query=52.5972091,13.3558359"
Zahnarztpraxis Wenk,Stargarder Straße,80,10437,Berlin,,,https://www.zahnarztpraxis-wenk.de/,52.5479839,13.4144691,"https://www.google.com/maps/search/?api=1&query=52.5479839,13.4144691"
Zahnarztpraxis Wenzel & Vandré,,,10707,Berlin,+49 30 8813075,info@wenzel-vandre.de,https://wenzel-vandre.de/,52.4978948,13.3143943,"https://www.google.com/maps/search/?api=1&query=52.4978948,13.3143943"
Zahnarztpraxis Wilhelmsruh,Hauptstraße,29 A,13158,Berlin,,,https://zahnarztpraxis-wilhelmsruh.de/,52.5870065,13.3682513,"https://www.google.com/maps/search/?api=1&query=52.5870065,13.3682513"
Zahnarztpraxis Wolram Schmitz,Zwickauer Damm,11,12353,Berlin,+49306612258,rezeption@zahnarzt-schmitz.de,https://www.zahnarzt-schmitz.de/,52.4225683,13.483865,"https://www.google.com/maps/search/?api=1&query=52.4225683,13.483865"
Zahnarztpraxis Yvonne Burda,Rheinsteinstraße,4,10318,Berlin,+49 30 50 88 260,,http://www.zahnarztpraxis-burda.de,52.4826899,13.5268154,"https://www.google.com/maps/search/?api=1&query=52.4826899,13.5268154"
Zahnarztpraxis zahnPLUSgesundheit,Paul-Robeson-Straße,49,10439,Berlin,+49 30 44650288,,,52.5520505,13.4132099,"https://www.google.com/maps/search/?api=1&query=52.5520505,13.4132099"
Zahnarztzentrum am Potsdamer Platz,Eichhornstraße,2,10785,Berlin,+49 30 25925100,,,52.5059885,13.3741844,"https://www.google.com/maps/search/?api=1&query=52.5059885,13.3741844"
Zahnecke,Helmholtzstraße,31,10587,Berlin,+49 30 91603860,,https://zahnecke-berlin.de/,52.5216917,13.3246468,"https://www.google.com/maps/search/?api=1&query=52.5216917,13.3246468"
Zahnglück,,,,Berlin,+49 30 56701770,email@zahnglueck-berlin.de,https://www.zahnglueck-berlin.de,52.4965759,13.5776902,"https://www.google.com/maps/search/?api=1&query=52.4965759,13.5776902"
Zahnklinik Dentalis Lichterfelde,,,,Berlin,,,,52.4397217,13.3006995,"https://www.google.com/maps/search/?api=1&query=52.4397217,13.3006995"
Zahnklinik Gropius-Passagen,,,,Berlin,,,https://www.zahnklinik-berlin.info/,52.4289205,13.4568296,"https://www.google.com/maps/search/?api=1&query=52.4289205,13.4568296"
Zahnklinik Medeco,,,,Berlin,,,,52.4510627,13.3851782,"https://www.google.com/maps/search/?api=1&query=52.4510627,13.3851782"
Zahnklinik Medeco,,,,Berlin,+49 30 6273090,neukoelln@mvzmedeco.berlin,https://www.mvzmedeco.berlin/standort-neukoelln,52.4847029,13.4284296,"https://www.google.com/maps/search/?api=1&query=52.4847029,13.4284296"
Zahnklinik Medeco,Klosterstraße,18,13581,Berlin,+49 30 3519410,,https://www.medeco.de/zahnarzt-berlin/spandau/,52.5299874,13.195133,"https://www.google.com/maps/search/?api=1&query=52.5299874,13.195133"
Zahnklinik Medeco,Stresemannstraße,121,10963,Berlin,+49 30 2309560,,https://www.mvzmedeco.berlin/standort-potsdamer-platz,52.5071734,13.378599,"https://www.google.com/maps/search/?api=1&query=52.5071734,13.378599"
Zahnklinik Ost,Dörpfeldstraße,46,12489,Berlin,+49 30 565 90 50 0,kontakt@zahnkultur-berlin.de,https://www.zahnklinik-ost.de/,52.43809,13.5481142,"https://www.google.com/maps/search/?api=1&query=52.43809,13.5481142"
Zahnklinik Ost GmbH,Treskowallee,112,,Berlin,+493050014944,karlshorst@zahnklinik-ost.de,https://www.zahnklinik-ost.de/,52.4821618,13.5250672,"https://www.google.com/maps/search/?api=1&query=52.4821618,13.5250672"
Zahnklinik/Zahnärztlicher Notfalldienst,Aßmannshauser Straße,4-6,14197,Berlin,,,https://zahnmedizin.charite.de/,52.4766498,13.3133427,"https://www.google.com/maps/search/?api=1&query=52.4766498,13.3133427"
Zahnkult am Weißensee,Berliner Allee,158,13088,Berlin,,,https://zahnkult.berlin,52.5519674,13.4662257,"https://www.google.com/maps/search/?api=1&query=52.5519674,13.4662257"
Zahnmanufaktur Zehlendorf,Argentinische Allee,211,14169,Berlin,,,https://www.zahnmanufaktur-zehlendorf.com/,52.4511615,13.2620674,"https://www.google.com/maps/search/?api=1&query=52.4511615,13.2620674"
